attendance_id,session_id,student_id,attendance_status,marked_at
A001980,SES0041,S0257,absent,2025-03-10 20:14:00
A001981,SES0041,S0224,present,2025-03-10 20:01:00
A001982,SES0041,S0237,present,2025-03-10 20:10:00
A001983,SES0041,S0009,present,2025-03-10 20:16:00
A001984,SES0041,S0197,present,2025-03-10 20:57:00
A001985,SES0041,S0255,present,2025-03-10 20:55:00
A001986,SES0041,S0238,late,2025-03-10 20:56:00
A001987,SES0041,S0229,absent,2025-03-10 20:54:00
A001988,SES0041,S0080,present,2025-03-10 20:11:00
A001989,SES0041,S0058,present,2025-03-10 20:18:00
A001990,SES0041,S0043,absent,2025-03-10 20:00:00
A001991,SES0041,S0022,absent,2025-03-10 20:28:00
A001992,SES0041,S0310,present,2025-03-10 20:14:00
A001993,SES0041,S0184,present,2025-03-10 20:28:00
A001994,SES0041,S0168,present,2025-03-10 20:35:00
A001995,SES0041,S0185,present,2025-03-10 20:05:00
A001996,SES0041,S0147,present,2025-03-10 20:16:00
A001997,SES0041,S0125,present,2025-03-10 20:37:00
A001998,SES0041,S0199,present,2025-03-10 20:22:00
A001999,SES0041,S0283,absent,2025-03-10 20:01:00
A002000,SES0041,S0180,present,2025-03-10 20:55:00
A002001,SES0041,S0003,present,2025-03-10 20:56:00
A002002,SES0042,S0127,absent,2025-03-16 20:38:00
A002003,SES0042,S0242,present,2025-03-16 20:06:00
A002004,SES0042,S0199,absent,2025-03-16 20:41:00
A002005,SES0042,S0232,late,2025-03-16 20:36:00
A002006,SES0042,S0126,present,2025-03-16 20:56:00
A002007,SES0042,S0266,present,2025-03-16 20:08:00
A002008,SES0042,S0020,present,2025-03-16 21:00:00
A002009,SES0042,S0141,late,2025-03-16 20:31:00
A002010,SES0042,S0054,absent,2025-03-16 20:29:00
A002011,SES0042,S0298,present,2025-03-16 20:27:00
A002012,SES0042,S0224,present,2025-03-16 20:49:00
A002013,SES0042,S0293,present,2025-03-16 20:58:00
A002014,SES0042,S0121,present,2025-03-16 20:24:00
A002015,SES0042,S0003,absent,2025-03-16 20:28:00
A002016,SES0042,S0231,present,2025-03-16 20:52:00
A002017,SES0042,S0310,present,2025-03-16 20:43:00
A002018,SES0042,S0204,present,2025-03-16 20:24:00
A002019,SES0042,S0221,present,2025-03-16 20:25:00
A002020,SES0042,S0246,present,2025-03-16 20:45:00
A002021,SES0042,S0157,present,2025-03-16 20:25:00
A002022,SES0042,S0032,absent,2025-03-16 20:23:00
A002023,SES0042,S0147,present,2025-03-16 20:23:00
A002024,SES0042,S0184,late,2025-03-16 20:08:00
A002025,SES0042,S0080,present,2025-03-16 20:57:00
A002026,SES0042,S0065,present,2025-03-16 20:27:00
A002027,SES0042,S0058,present,2025-03-16 20:19:00
A002028,SES0042,S0096,present,2025-03-16 20:10:00
A002029,SES0042,S0200,present,2025-03-16 20:40:00
A002030,SES0042,S0014,present,2025-03-16 20:46:00
A002031,SES0042,S0030,present,2025-03-16 20:11:00
A002032,SES0042,S0180,present,2025-03-16 20:00:00
A002033,SES0042,S0125,present,2025-03-16 20:05:00
A002034,SES0042,S0300,present,2025-03-16 20:42:00
A002035,SES0042,S0072,absent,2025-03-16 20:59:00
A002036,SES0042,S0151,present,2025-03-16 20:12:00
A002037,SES0042,S0261,present,2025-03-16 20:50:00
A002038,SES0042,S0078,present,2025-03-16 20:42:00
A002039,SES0042,S0248,absent,2025-03-16 20:17:00
A002040,SES0042,S0111,present,2025-03-16 20:05:00
A002041,SES0042,S0193,present,2025-03-16 20:08:00
A002042,SES0042,S0233,present,2025-03-16 20:05:00
A002043,SES0042,S0197,present,2025-03-16 20:51:00
A002044,SES0042,S0059,present,2025-03-16 20:16:00
A002045,SES0042,S0235,present,2025-03-16 20:05:00
A002046,SES0042,S0255,late,2025-03-16 20:43:00
A002047,SES0042,S0284,present,2025-03-16 20:27:00
A002048,SES0042,S0185,present,2025-03-16 20:37:00
A002049,SES0042,S0319,absent,2025-03-16 20:17:00
A002050,SES0042,S0317,absent,2025-03-16 20:12:00
A002051,SES0042,S0196,absent,2025-03-16 20:03:00
A002052,SES0043,S0099,absent,2025-02-09 20:49:00
A002053,SES0043,S0030,present,2025-02-09 20:07:00
A002054,SES0043,S0098,present,2025-02-09 20:33:00
A002055,SES0043,S0120,present,2025-02-09 20:01:00
A002056,SES0043,S0148,present,2025-02-09 20:26:00
A002057,SES0043,S0246,absent,2025-02-09 20:15:00
A002058,SES0043,S0081,present,2025-02-09 20:19:00
A002059,SES0043,S0123,absent,2025-02-09 20:17:00
A002060,SES0043,S0234,present,2025-02-09 20:37:00
A002061,SES0043,S0013,present,2025-02-09 20:23:00
A002062,SES0043,S0241,absent,2025-02-09 20:02:00
A002063,SES0043,S0019,present,2025-02-09 20:36:00
A002064,SES0043,S0239,absent,2025-02-09 20:01:00
A002065,SES0043,S0027,present,2025-02-09 20:32:00
A002066,SES0043,S0319,present,2025-02-09 20:20:00
A002067,SES0043,S0221,present,2025-02-09 20:54:00
A002068,SES0043,S0176,present,2025-02-09 20:02:00
A002069,SES0043,S0216,late,2025-02-09 20:35:00
A002070,SES0043,S0076,present,2025-02-09 20:00:00
A002071,SES0043,S0240,absent,2025-02-09 20:09:00
A002072,SES0043,S0045,present,2025-02-09 20:12:00
A002073,SES0043,S0103,present,2025-02-09 20:08:00
A002074,SES0043,S0168,present,2025-02-09 20:35:00
A002075,SES0043,S0077,late,2025-02-09 20:45:00
A002076,SES0043,S0038,absent,2025-02-09 20:39:00
A002077,SES0043,S0085,absent,2025-02-09 20:06:00
A002078,SES0043,S0237,present,2025-02-09 20:43:00
A002079,SES0043,S0042,absent,2025-02-09 20:51:00
A002080,SES0043,S0164,late,2025-02-09 20:38:00
A002081,SES0043,S0288,present,2025-02-09 20:18:00
A002082,SES0043,S0195,present,2025-02-09 20:05:00
A002083,SES0043,S0109,present,2025-02-09 20:57:00
A002084,SES0043,S0248,present,2025-02-09 20:38:00
A002085,SES0043,S0197,present,2025-02-09 20:57:00
A002086,SES0043,S0100,present,2025-02-09 20:53:00
A002087,SES0043,S0137,absent,2025-02-09 20:01:00
A002088,SES0043,S0028,absent,2025-02-09 20:49:00
A002089,SES0043,S0142,absent,2025-02-09 20:08:00
A002090,SES0043,S0083,present,2025-02-09 20:33:00
A002091,SES0043,S0293,present,2025-02-09 20:43:00
A002092,SES0043,S0102,present,2025-02-09 20:43:00
A002093,SES0043,S0186,present,2025-02-09 20:38:00
A002094,SES0043,S0104,present,2025-02-09 20:00:00
A002095,SES0043,S0317,present,2025-02-09 20:30:00
A002096,SES0043,S0002,present,2025-02-09 20:35:00
A002097,SES0043,S0116,present,2025-02-09 20:17:00
A002098,SES0043,S0178,present,2025-02-09 20:40:00
A002099,SES0043,S0185,present,2025-02-09 20:00:00
A002100,SES0043,S0035,present,2025-02-09 20:09:00
A002101,SES0043,S0132,present,2025-02-09 20:10:00
A002102,SES0044,S0051,present,2025-02-15 20:54:00
A002103,SES0044,S0064,late,2025-02-15 20:07:00
A002104,SES0044,S0241,present,2025-02-15 20:36:00
A002105,SES0044,S0251,present,2025-02-15 20:02:00
A002106,SES0044,S0048,present,2025-02-15 20:06:00
A002107,SES0044,S0188,absent,2025-02-15 20:25:00
A002108,SES0044,S0016,present,2025-02-15 20:59:00
A002109,SES0044,S0103,absent,2025-02-15 20:07:00
A002110,SES0044,S0142,present,2025-02-15 20:14:00
A002111,SES0044,S0246,present,2025-02-15 20:48:00
A002112,SES0044,S0104,present,2025-02-15 20:45:00
A002113,SES0044,S0098,absent,2025-02-15 20:54:00
A002114,SES0044,S0081,present,2025-02-15 20:49:00
A002115,SES0044,S0109,present,2025-02-15 20:42:00
A002116,SES0044,S0085,present,2025-02-15 20:19:00
A002117,SES0044,S0239,present,2025-02-15 20:08:00
A002118,SES0044,S0077,present,2025-02-15 20:01:00
A002119,SES0044,S0105,present,2025-02-15 20:55:00
A002120,SES0044,S0271,present,2025-02-15 20:33:00
A002121,SES0044,S0317,absent,2025-02-15 20:58:00
A002122,SES0044,S0030,present,2025-02-15 20:39:00
A002123,SES0044,S0076,late,2025-02-15 20:51:00
A002124,SES0044,S0025,present,2025-02-15 20:16:00
A002125,SES0044,S0216,present,2025-02-15 20:11:00
A002126,SES0044,S0185,present,2025-02-15 20:39:00
A002127,SES0044,S0102,present,2025-02-15 20:28:00
A002128,SES0044,S0207,present,2025-02-15 20:13:00
A002129,SES0044,S0019,present,2025-02-15 20:32:00
A002130,SES0044,S0123,absent,2025-02-15 20:23:00
A002131,SES0044,S0302,present,2025-02-15 20:33:00
A002132,SES0044,S0128,present,2025-02-15 20:28:00
A002133,SES0044,S0195,absent,2025-02-15 20:54:00
A002134,SES0044,S0148,present,2025-02-15 20:46:00
A002135,SES0044,S0157,present,2025-02-15 20:57:00
A002136,SES0044,S0027,absent,2025-02-15 20:03:00
A002137,SES0044,S0234,present,2025-02-15 20:00:00
A002138,SES0044,S0127,absent,2025-02-15 20:50:00
A002139,SES0044,S0132,present,2025-02-15 20:00:00
A002140,SES0044,S0181,present,2025-02-15 20:29:00
A002141,SES0044,S0134,present,2025-02-15 20:27:00
A002142,SES0044,S0221,present,2025-02-15 20:24:00
A002143,SES0044,S0168,present,2025-02-15 20:23:00
A002144,SES0044,S0038,late,2025-02-15 20:22:00
A002145,SES0044,S0178,present,2025-02-15 20:28:00
A002146,SES0044,S0293,absent,2025-02-15 20:05:00
A002147,SES0044,S0045,present,2025-02-15 20:58:00
A002148,SES0044,S0232,present,2025-02-15 20:29:00
A002149,SES0044,S0042,absent,2025-02-15 20:14:00
A002150,SES0044,S0120,present,2025-02-15 20:14:00
A002151,SES0044,S0237,present,2025-02-15 20:31:00
A002152,SES0045,S0293,present,2025-02-24 20:28:00
A002153,SES0045,S0025,present,2025-02-24 20:21:00
A002154,SES0045,S0099,present,2025-02-24 20:25:00
A002155,SES0045,S0117,present,2025-02-24 20:55:00
A002156,SES0045,S0246,present,2025-02-24 20:15:00
A002157,SES0045,S0319,present,2025-02-24 20:02:00
A002158,SES0045,S0132,absent,2025-02-24 20:29:00
A002159,SES0045,S0029,present,2025-02-24 20:55:00
A002160,SES0045,S0148,present,2025-02-24 20:44:00
A002161,SES0045,S0210,present,2025-02-24 20:38:00
A002162,SES0045,S0288,absent,2025-02-24 20:36:00
A002163,SES0045,S0217,late,2025-02-24 20:50:00
A002164,SES0045,S0181,present,2025-02-24 21:00:00
A002165,SES0045,S0048,present,2025-02-24 20:25:00
A002166,SES0045,S0085,present,2025-02-24 20:31:00
A002167,SES0045,S0221,present,2025-02-24 20:53:00
A002168,SES0045,S0051,present,2025-02-24 20:32:00
A002169,SES0045,S0081,present,2025-02-24 20:01:00
A002170,SES0045,S0178,absent,2025-02-24 20:18:00
A002171,SES0045,S0164,late,2025-02-24 20:36:00
A002172,SES0045,S0216,absent,2025-02-24 20:14:00
A002173,SES0045,S0016,present,2025-02-24 20:46:00
A002174,SES0045,S0109,present,2025-02-24 20:58:00
A002175,SES0045,S0134,present,2025-02-24 20:13:00
A002176,SES0045,S0142,present,2025-02-24 20:07:00
A002177,SES0045,S0102,absent,2025-02-24 20:30:00
A002178,SES0045,S0035,absent,2025-02-24 20:07:00
A002179,SES0045,S0076,absent,2025-02-24 20:45:00
A002180,SES0045,S0127,present,2025-02-24 20:43:00
A002181,SES0045,S0241,present,2025-02-24 20:51:00
A002182,SES0045,S0129,present,2025-02-24 20:40:00
A002183,SES0045,S0137,present,2025-02-24 20:49:00
A002184,SES0045,S0098,absent,2025-02-24 20:32:00
A002185,SES0045,S0038,absent,2025-02-24 20:59:00
A002186,SES0045,S0237,present,2025-02-24 20:48:00
A002187,SES0045,S0064,present,2025-02-24 20:13:00
A002188,SES0045,S0157,present,2025-02-24 20:58:00
A002189,SES0045,S0030,present,2025-02-24 20:47:00
A002190,SES0045,S0248,present,2025-02-24 20:09:00
A002191,SES0045,S0083,absent,2025-02-24 20:36:00
A002192,SES0045,S0104,present,2025-02-24 20:44:00
A002193,SES0045,S0283,present,2025-02-24 20:49:00
A002194,SES0045,S0105,present,2025-02-24 20:57:00
A002195,SES0045,S0240,present,2025-02-24 20:54:00
A002196,SES0045,S0232,late,2025-02-24 20:46:00
A002197,SES0045,S0207,present,2025-02-24 20:49:00
A002198,SES0045,S0019,present,2025-02-24 20:31:00
A002199,SES0045,S0027,present,2025-02-24 20:36:00
A002200,SES0045,S0116,absent,2025-02-24 20:36:00
A002201,SES0045,S0013,present,2025-02-24 20:08:00
A002202,SES0046,S0098,present,2025-03-02 20:06:00
A002203,SES0046,S0288,present,2025-03-02 20:42:00
A002204,SES0046,S0076,present,2025-03-02 20:49:00
A002205,SES0046,S0234,late,2025-03-02 20:20:00
A002206,SES0046,S0245,present,2025-03-02 20:29:00
A002207,SES0046,S0025,present,2025-03-02 20:47:00
A002208,SES0046,S0077,present,2025-03-02 20:32:00
A002209,SES0046,S0242,present,2025-03-02 20:33:00
A002210,SES0046,S0116,present,2025-03-02 20:21:00
A002211,SES0046,S0248,present,2025-03-02 20:11:00
A002212,SES0046,S0186,absent,2025-03-02 20:01:00
A002213,SES0046,S0103,present,2025-03-02 20:41:00
A002214,SES0046,S0045,present,2025-03-02 20:59:00
A002215,SES0046,S0293,late,2025-03-02 20:51:00
A002216,SES0046,S0197,present,2025-03-02 20:44:00
A002217,SES0046,S0319,absent,2025-03-02 20:23:00
A002218,SES0046,S0019,present,2025-03-02 20:43:00
A002219,SES0046,S0128,present,2025-03-02 21:00:00
A002220,SES0046,S0232,present,2025-03-02 20:49:00
A002221,SES0046,S0104,late,2025-03-02 20:59:00
A002222,SES0046,S0283,absent,2025-03-02 20:09:00
A002223,SES0046,S0109,present,2025-03-02 20:55:00
A002224,SES0046,S0239,present,2025-03-02 20:17:00
A002225,SES0046,S0271,present,2025-03-02 20:04:00
A002226,SES0046,S0246,present,2025-03-02 20:24:00
A002227,SES0046,S0016,late,2025-03-02 20:14:00
A002228,SES0046,S0185,present,2025-03-02 20:26:00
A002229,SES0046,S0050,present,2025-03-02 20:48:00
A002230,SES0046,S0127,present,2025-03-02 20:37:00
A002231,SES0046,S0302,present,2025-03-02 20:29:00
A002232,SES0046,S0100,present,2025-03-02 20:07:00
A002233,SES0046,S0132,present,2025-03-02 20:32:00
A002234,SES0046,S0188,present,2025-03-02 20:26:00
A002235,SES0046,S0129,present,2025-03-02 20:12:00
A002236,SES0046,S0064,present,2025-03-02 20:19:00
A002237,SES0046,S0195,late,2025-03-02 20:58:00
A002238,SES0046,S0102,present,2025-03-02 20:40:00
A002239,SES0046,S0281,absent,2025-03-02 20:18:00
A002240,SES0046,S0210,absent,2025-03-02 20:48:00
A002241,SES0046,S0221,present,2025-03-02 20:24:00
A002242,SES0046,S0251,absent,2025-03-02 20:14:00
A002243,SES0046,S0137,present,2025-03-02 20:41:00
A002244,SES0046,S0170,present,2025-03-02 20:27:00
A002245,SES0046,S0216,absent,2025-03-02 20:38:00
A002246,SES0046,S0176,present,2025-03-02 20:06:00
A002247,SES0046,S0315,present,2025-03-02 20:18:00
A002248,SES0046,S0217,absent,2025-03-02 20:25:00
A002249,SES0046,S0181,absent,2025-03-02 20:39:00
A002250,SES0046,S0029,present,2025-03-02 20:05:00
A002251,SES0046,S0241,absent,2025-03-02 20:30:00
A002252,SES0047,S0100,absent,2025-03-10 20:58:00
A002253,SES0047,S0185,present,2025-03-10 20:10:00
A002254,SES0047,S0016,present,2025-03-10 20:58:00
A002255,SES0047,S0148,present,2025-03-10 20:38:00
A002256,SES0047,S0116,absent,2025-03-10 20:18:00
A002257,SES0047,S0002,present,2025-03-10 20:28:00
A002258,SES0047,S0248,absent,2025-03-10 20:46:00
A002259,SES0047,S0030,present,2025-03-10 20:59:00
A002260,SES0047,S0038,absent,2025-03-10 20:29:00
A002261,SES0047,S0013,present,2025-03-10 20:26:00
A002262,SES0047,S0315,absent,2025-03-10 20:35:00
A002263,SES0047,S0025,present,2025-03-10 20:36:00
A002264,SES0047,S0234,absent,2025-03-10 20:47:00
A002265,SES0047,S0232,present,2025-03-10 20:55:00
A002266,SES0047,S0302,present,2025-03-10 20:49:00
A002267,SES0047,S0050,present,2025-03-10 20:13:00
A002268,SES0047,S0083,present,2025-03-10 20:38:00
A002269,SES0047,S0195,late,2025-03-10 20:55:00
A002270,SES0047,S0048,present,2025-03-10 20:28:00
A002271,SES0047,S0242,present,2025-03-10 20:52:00
A002272,SES0047,S0142,present,2025-03-10 20:20:00
A002273,SES0047,S0064,late,2025-03-10 20:38:00
A002274,SES0047,S0288,absent,2025-03-10 20:53:00
A002275,SES0047,S0132,late,2025-03-10 20:58:00
A002276,SES0047,S0127,present,2025-03-10 20:31:00
A002277,SES0047,S0117,present,2025-03-10 20:49:00
A002278,SES0047,S0164,present,2025-03-10 20:01:00
A002279,SES0047,S0178,present,2025-03-10 20:11:00
A002280,SES0047,S0019,present,2025-03-10 20:04:00
A002281,SES0047,S0237,present,2025-03-10 20:05:00
A002282,SES0047,S0042,absent,2025-03-10 20:57:00
A002283,SES0047,S0186,present,2025-03-10 20:20:00
A002284,SES0047,S0240,absent,2025-03-10 20:45:00
A002285,SES0047,S0239,absent,2025-03-10 20:07:00
A002286,SES0047,S0176,present,2025-03-10 20:30:00
A002287,SES0047,S0120,present,2025-03-10 20:11:00
A002288,SES0047,S0027,late,2025-03-10 20:24:00
A002289,SES0047,S0137,present,2025-03-10 20:45:00
A002290,SES0047,S0045,present,2025-03-10 20:53:00
A002291,SES0047,S0241,present,2025-03-10 20:38:00
A002292,SES0047,S0207,present,2025-03-10 20:20:00
A002293,SES0047,S0035,present,2025-03-10 20:51:00
A002294,SES0047,S0281,late,2025-03-10 20:32:00
A002295,SES0047,S0246,absent,2025-03-10 20:18:00
A002296,SES0047,S0221,present,2025-03-10 20:43:00
A002297,SES0047,S0077,present,2025-03-10 20:34:00
A002298,SES0047,S0099,present,2025-03-10 20:58:00
A002299,SES0047,S0129,present,2025-03-10 20:01:00
A002300,SES0047,S0098,present,2025-03-10 20:06:00
A002301,SES0047,S0128,absent,2025-03-10 20:22:00
A002302,SES0048,S0064,present,2025-03-16 20:39:00
A002303,SES0048,S0029,absent,2025-03-16 20:06:00
A002304,SES0048,S0027,present,2025-03-16 20:52:00
A002305,SES0048,S0123,present,2025-03-16 20:39:00
A002306,SES0048,S0117,present,2025-03-16 20:32:00
A002307,SES0048,S0099,present,2025-03-16 20:17:00
A002308,SES0048,S0315,late,2025-03-16 20:47:00
A002309,SES0048,S0281,present,2025-03-16 20:15:00
A002310,SES0048,S0030,absent,2025-03-16 20:21:00
A002311,SES0048,S0248,present,2025-03-16 20:36:00
A002312,SES0048,S0083,present,2025-03-16 20:23:00
A002313,SES0048,S0240,absent,2025-03-16 20:34:00
A002314,SES0048,S0051,present,2025-03-16 20:43:00
A002315,SES0048,S0081,present,2025-03-16 20:51:00
A002316,SES0048,S0132,absent,2025-03-16 20:54:00
A002317,SES0048,S0234,present,2025-03-16 20:16:00
A002318,SES0048,S0186,present,2025-03-16 20:56:00
A002319,SES0048,S0197,present,2025-03-16 20:53:00
A002320,SES0048,S0104,present,2025-03-16 20:55:00
A002321,SES0048,S0217,present,2025-03-16 20:28:00
A002322,SES0048,S0188,present,2025-03-16 20:38:00
A002323,SES0048,S0157,present,2025-03-16 20:10:00
A002324,SES0048,S0109,present,2025-03-16 20:56:00
A002325,SES0048,S0120,present,2025-03-16 20:50:00
A002326,SES0048,S0048,present,2025-03-16 20:45:00
A002327,SES0048,S0013,present,2025-03-16 20:08:00
A002328,SES0048,S0045,absent,2025-03-16 20:21:00
A002329,SES0048,S0028,present,2025-03-16 20:57:00
A002330,SES0048,S0302,present,2025-03-16 20:07:00
A002331,SES0048,S0038,present,2025-03-16 20:56:00
A002332,SES0048,S0134,absent,2025-03-16 20:30:00
A002333,SES0048,S0178,present,2025-03-16 20:17:00
A002334,SES0048,S0076,absent,2025-03-16 20:43:00
A002335,SES0048,S0019,absent,2025-03-16 20:51:00
A002336,SES0048,S0137,present,2025-03-16 20:20:00
A002337,SES0048,S0176,present,2025-03-16 20:15:00
A002338,SES0048,S0212,present,2025-03-16 20:28:00
A002339,SES0048,S0116,present,2025-03-16 20:34:00
A002340,SES0048,S0098,present,2025-03-16 20:16:00
A002341,SES0048,S0288,absent,2025-03-16 20:30:00
A002342,SES0048,S0168,late,2025-03-16 20:09:00
A002343,SES0048,S0195,present,2025-03-16 20:24:00
A002344,SES0048,S0103,present,2025-03-16 20:31:00
A002345,SES0048,S0127,present,2025-03-16 20:36:00
A002346,SES0048,S0319,present,2025-03-16 20:28:00
A002347,SES0048,S0303,present,2025-03-16 20:05:00
A002348,SES0048,S0317,present,2025-03-16 20:34:00
A002349,SES0048,S0245,present,2025-03-16 20:27:00
A002350,SES0048,S0239,present,2025-03-16 20:48:00
A002351,SES0048,S0100,present,2025-03-16 20:59:00
A002352,SES0002,S0177,present,2025-02-15 20:20:00
